taxid,ko
1551641,K18945
1222338,K18945
1445860,K18945
1493514,K18945
1493509,K18945
1493512,K18945
1493511,K18945
1493510,K18945
1493513,K18945
1493508,K18945
1204531,K18945
1206560,K18945
1351740,K18945
1540095,K18945
1434323,K18945
75320,K18945
36339,K18945
66711,K18945
2907963,K18945
1720504,K18945
1698360,K18945
1608310,K18945
2880362,K18945
1675607,K18945
1636250,K18945
1720500,K18945
1589265,K18945
1610855,K18945
1673871,K18945
1567026,K18945
1567027,K18945
1567028,K18945
1720494,K18945
1429794,K18945
1542477,K18945
1567029,K18945
1211280,K18945
1673887,K18945
1701810,K18945
1675602,K18945
1655305,K18945
1863008,K18945
1852628,K18945
1815631,K18945
1863007,K18945
1837867,K18945
1852625,K18945
1863011,K18945
1654926,K18945
1871313,K18945
1654928,K18945
1815590,K18945
1278479,K18945
687803,K18945
1883367,K18945
1883365,K18945
1883366,K18945
1883369,K18945
1837931,K18945
1837930,K18945
1815522,K18945
238854,K18945
268747,K18945
115991,K18945
321023,K18945
1508678,K18945
1508681,K18945
2005047,K18945
2006941,K18945
2024320,K18945
2041413,K18945
2267236,K18945
2024308,K18945
2024309,K18945
1720496,K18945
1720497,K18945
2911441,K18945
382359,K18945
45406,K18945
2070028,K18945
2587809,K18945
2696340,K18945
448384,K18945
293178,K18945
2079276,K18945
2716728,K18945
2716727,K18945
1651202,K18945
1651199,K18945
2163890,K18945
1651198,K18945
10692,K18945
10666,K18945
2420240,K18945
2025815,K18945
2576882,K18945
2025816,K18945
2750846,K18945
2696339,K18945
2079315,K18945
2508179,K18945
2081604,K18945
2502303,K18945
2502301,K18945
2502306,K18945
2508181,K18945
2724310,K18945
2508180,K18945
2218499,K18945
2750850,K18945
2184699,K18945
2508177,K18945
2750851,K18945
2315580,K18945
1837875,K18945
2060720,K18945
2060721,K18945
2697536,K18945
2697537,K18945
2697539,K18945
1932889,K18945
2025823,K18945
2656520,K18945
2716729,K18945
2591056,K18945
2591063,K18945
2024321,K18945
1913049,K18945
2052930,K18945
2321390,K18945
2691085,K18945
1651196,K18945
1777059,K18945
1913572,K18945
1965363,K18945
1970776,K18945
2083276,K18945
2052932,K18945
2052931,K18945
1892569,K18945
2006942,K18945
2340715,K18945
2108137,K18945
2163887,K18945
2163889,K18945
2163891,K18945
2163633,K18945
2234047,K18945
2234080,K18945
2315700,K18945
2448909,K18945
2479933,K18945
2499909,K18945
2500761,K18945
2712972,K18945
10693,K18945
1914209,K18945
576789,K18945
576790,K18945
555387,K18945
707757,K18945
698728,K18945
329381,K18945
645664,K18945
879628,K18945
879630,K18945
762660,K18945
760732,K18945
709484,K18945
760939,K18945
977927,K21500
2681605,K21500
1206557,K21500
1446489,K21500
1540099,K21500
1567006,K21500
1572715,K21500
1728958,K21500
2695836,K21500
1863010,K21500
1647411,K21500
1813783,K21500
1813782,K21500
2886918,K21500
977927,K21314
2681605,K21314
1204539,K21314
1150989,K21314
1206557,K21314
1446489,K21314
1540099,K21314
1567006,K21314
1589298,K21314
1572715,K21314
1728958,K21314
2695836,K21314
1863010,K21314
1647411,K21314
1813783,K21314
1813782,K21314
2886918,K21314
977927,K21510
2681605,K21510
1206557,K21510
1446489,K21510
1540099,K21510
1540099,K21510
1567006,K21510
1572715,K21510
1572715,K21510
1728958,K21510
1206557,K21510
2695836,K21510
1863010,K21510
1647411,K21510
1813783,K21510
1813783,K21510
1813782,K21510
2886918,K21510
979535,K21238
988656,K21238
669008,K21238
942165,K21238
1041524,K21238
197783,K21238
10760,K21238
110457,K21238
110457,K21238
1239382,K21238
1051673,K21238
1283078,K21238
1204538,K21238
227720,K21238
1407608,K21238
1279083,K21238
1455076,K21238
1455075,K21238
913183,K21238
928293,K21238
1410331,K21238
1500756,K21238
1498170,K21238
1536611,K21238
1562076,K21238
1527506,K21238
1735591,K21238
1755692,K21238
1701804,K21238
1647385,K21238
1636314,K21238
1647374,K21238
1572753,K21238
1572754,K21238
1671396,K21238
1587520,K21238
1610508,K21238
1636313,K21238
1805466,K21238
1805467,K21238
1805464,K21238
1805465,K21238
1852627,K21238
1837842,K21238
1543199,K21238
1755695,K21238
1788294,K21238
344021,K21238
329886,K21238
369257,K21238
344021,K21238
1629654,K21238
1597967,K21238
1662463,K21238
1770232,K21238
1852630,K21238
1882400,K21238
1897430,K21238
1897431,K21238
1897434,K21238
1897641,K21238
1907781,K21238
1907782,K21238
1907783,K21238
1916101,K21238
1927014,K21238
1932361,K21238
1932362,K21238
1932882,K21238
1933110,K21238
1961914,K21238
1981932,K21238
1981933,K21238
1983789,K21238
2005054,K21238
2006930,K21238
2024247,K21238
2024248,K21238
2024251,K21238
10759,K21238
1075774,K21238
1075774,K21238
1873993,K21238
2175295,K21238
2041489,K21238
2053563,K21238
2066504,K21238
2079287,K21238
2079317,K21238
2079534,K21238
2052746,K21238
2052754,K21238
2052752,K21238
2052753,K21238
1176766,K21238
1176767,K21238
2099356,K21238
2163630,K21238
2163634,K21238
2163631,K21238
2163970,K21238
1985726,K21238
1985726,K21238
1985726,K21238
1985726,K21238
1983557,K21238
2233775,K21238
2201462,K21238
2268589,K21238
2268591,K21238
2268396,K21238
2282173,K21238
2269380,K21238
2283033,K21238
2320191,K21238
2320192,K21238
2320193,K21238
2301650,K21238
2041760,K21238
2340719,K21238
2340717,K21238
2315471,K21238
2053015,K21238
2321391,K21238
2488949,K21238
2282629,K21238
2282631,K21238
2282630,K21238
2498616,K21238
2492437,K21238
2200756,K21238
2528528,K21238
2530019,K21238
2562178,K21238
2562138,K21238
1729933,K21238
1729936,K21238
2483604,K21238
1871708,K21238
1958964,K21238
529929,K21238
532074,K21238
532075,K21238
532076,K21238
532077,K21238
532078,K21238
526118,K21238
2749426,K21238
47049,K21238
674082,K21238
644563,K21238
10759,K21238
10759,K21238
979535,K21502
988656,K21502
669008,K21502
942165,K21502
866889,K21502
866889,K21502
1041524,K21502
444875,K21502
197783,K21502
10760,K21502
10760,K21502
110457,K21502
110457,K21502
2905867,K21502
1197951,K21502
1239382,K21502
1051673,K21502
1051673,K21502
1283078,K21502
1283079,K21502
889951,K21502
754041,K21502
616674,K21502
1204538,K21502
227720,K21502
1407608,K21502
1279083,K21502
1455076,K21502
1455076,K21502
1455075,K21502
1455075,K21502
913183,K21502
928293,K21502
928293,K21502
1458716,K21502
1410331,K21502
1500756,K21502
1498170,K21502
1527771,K21502
1536611,K21502
756277,K21502
1273711,K21502
756276,K21502
1562076,K21502
1527506,K21502
1735591,K21502
1755692,K21502
1701804,K21502
1647385,K21502
1636314,K21502
1647374,K21502
1572753,K21502
1572754,K21502
1671396,K21502
461711,K21502
1587520,K21502
1610508,K21502
1465639,K21502
1636313,K21502
1805466,K21502
1805466,K21502
1805467,K21502
1805467,K21502
1805464,K21502
1805464,K21502
1805465,K21502
1805465,K21502
1852627,K21502
1837842,K21502
1543199,K21502
1755695,K21502
1788294,K21502
2908095,K21502
344021,K21502
329886,K21502
369257,K21502
369257,K21502
2914003,K21502
344021,K21502
344021,K21502
1629654,K21502
1597967,K21502
1662463,K21502
1770232,K21502
1852630,K21502
1882400,K21502
1897430,K21502
1897431,K21502
1897434,K21502
1897641,K21502
1907781,K21502
1907782,K21502
1907783,K21502
1916101,K21502
1927014,K21502
1932361,K21502
1932362,K21502
1932882,K21502
1933110,K21502
1961914,K21502
1981932,K21502
1981933,K21502
1983789,K21502
2005054,K21502
2006930,K21502
2024247,K21502
2024248,K21502
2024251,K21502
10759,K21502
1075774,K21502
1075774,K21502
1873993,K21502
2041489,K21502
2053563,K21502
2066504,K21502
2079287,K21502
2079317,K21502
2079534,K21502
2052746,K21502
2052754,K21502
2052752,K21502
2052753,K21502
1176766,K21502
1176767,K21502
2099356,K21502
2099356,K21502
2163630,K21502
2163634,K21502
2163631,K21502
2163970,K21502
1985726,K21502
1985726,K21502
1985726,K21502
1985726,K21502
1983557,K21502
2233775,K21502
2201462,K21502
2268589,K21502
2268591,K21502
2268396,K21502
2282173,K21502
2269380,K21502
2283033,K21502
2320191,K21502
2320192,K21502
2320193,K21502
2301650,K21502
2041760,K21502
2340719,K21502
2340717,K21502
2315471,K21502
2053015,K21502
2321391,K21502
2488949,K21502
2282629,K21502
2282631,K21502
2282630,K21502
2498616,K21502
2200756,K21502
2528528,K21502
2530019,K21502
2562178,K21502
2562138,K21502
1729933,K21502
1729936,K21502
2483604,K21502
1871708,K21502
1958964,K21502
529929,K21502
529929,K21502
532074,K21502
532075,K21502
532076,K21502
532076,K21502
532077,K21502
532077,K21502
532078,K21502
532078,K21502
526118,K21502
2749426,K21502
47049,K21502
674082,K21502
644563,K21502
10759,K21502
10759,K21502
2905923,K21502
866889,K21526
10760,K21526
1239382,K21526
227720,K21526
1527506,K21526
1837842,K21526
532076,K21526
10759,K21526
979535,K21525
988656,K21525
669008,K21525
942165,K21525
866889,K21525
1041524,K21525
197783,K21525
10760,K21525
110457,K21525
1239382,K21525
1051673,K21525
1204538,K21525
227720,K21525
1407608,K21525
1279083,K21525
1455076,K21525
1455075,K21525
913183,K21525
928293,K21525
1410331,K21525
1500756,K21525
1498170,K21525
1536611,K21525
1562076,K21525
1527506,K21525
1735591,K21525
1755692,K21525
1701804,K21525
1647385,K21525
1636314,K21525
1647374,K21525
1572753,K21525
1572754,K21525
1671396,K21525
1587520,K21525
1610508,K21525
1636313,K21525
1805466,K21525
1805464,K21525
1805465,K21525
1852627,K21525
1837842,K21525
1543199,K21525
1755695,K21525
1788294,K21525
344021,K21525
329886,K21525
369257,K21525
529929,K21525
532074,K21525
532075,K21525
532076,K21525
532077,K21525
532078,K21525
526118,K21525
47049,K21525
674082,K21525
644563,K21525
10759,K21525
866889,K21508
10760,K21508
1239382,K21508
227720,K21508
1527506,K21508
1837842,K21508
532076,K21508
10759,K21508
669008,K25280
866889,K25280
1041524,K25280
10760,K25280
110457,K25280
1239382,K25280
227720,K25280
1407608,K25280
928293,K25280
1536611,K25280
1527506,K25280
1735591,K25280
1701804,K25280
1636314,K25280
1647374,K25280
1572753,K25280
1572754,K25280
1671396,K25280
1587520,K25280
1610508,K25280
1636313,K25280
1805464,K25280
1805465,K25280
1852627,K25280
1837842,K25280
1543199,K25280
369257,K25280
1662463,K25280
1770232,K25280
1852630,K25280
1882400,K25280
1897430,K25280
1897431,K25280
1897434,K25280
1907781,K25280
1907782,K25280
1907783,K25280
1916101,K25280
1927014,K25280
1932361,K25280
1932362,K25280
1932882,K25280
1961914,K25280
2024247,K25280
2024248,K25280
2024251,K25280
10759,K25280
1075774,K25280
2041489,K25280
2053563,K25280
2066504,K25280
2079317,K25280
2052746,K25280
2052754,K25280
2052752,K25280
2052753,K25280
1176766,K25280
1176767,K25280
2099356,K25280
2163634,K25280
2163631,K25280
1985726,K25280
1985726,K25280
1985726,K25280
1985726,K25280
2233775,K25280
2268589,K25280
2268591,K25280
2268396,K25280
2283033,K25280
2301650,K25280
2340719,K25280
2340717,K25280
2315471,K25280
2053015,K25280
2321391,K25280
2488949,K25280
2282629,K25280
2282631,K25280
2282630,K25280
2492437,K25280
2528528,K25280
2530019,K25280
2562178,K25280
2562138,K25280
1871708,K25280
1871708,K25280
1958964,K25280
529929,K25280
532074,K25280
532076,K25280
532077,K25280
532078,K25280
526118,K25280
47049,K25280
674082,K25280
10759,K25280
268746,K21796
1141525,K21509
204270,K21509
1225790,K21509
1262514,K21509
1548902,K21509
1527525,K21509
1640972,K21509
386792,K21509
484896,K21509
496396,K21509
627480,K21509
1076759,K24972
1558467,K24972
1558469,K24972
260827,K24972
260372,K24972
1141138,K21503
1129147,K21503
1307804,K21503
1527524,K21503
1675607,K21503
1673887,K21503
1701810,K21503
1871313,K21503
115991,K21503
707757,K21503
329381,K21503
10798,K25797
10798,K25797
172297,K25797
31598,K25797
31598,K25797
119756,K25797
119755,K25797
56820,K25797
56820,K25797
1427158,K25797
1427158,K25797
72197,K25797
72197,K25797
38251,K19252
46350,K19252
57579,K19252
85106,K19252
219704,K19252
256548,K19252
252602,K19252
37325,K19252
82300,K19252
10804,K19252
10804,K19252
202812,K19252
202813,K19252
281492,K19252
727962,K19252
929769,K21234
932069,K21234
932070,K21234
932071,K21234
714308,K21234
714309,K21234
565052,K21234
983437,K21234
1093958,K21234
598494,K21234
666144,K21234
1046572,K21234
1046571,K21234
1195378,K21234
1129033,K21234
649996,K21234
1221206,K21234
1227357,K21234
1227356,K21234
1188812,K21234
1246650,K21234
1227354,K21234
86502,K21234
1162280,K21234
1311277,K21234
223358,K21234
75574,K21234
932073,K21234
1266458,K21234
1742594,K21234
1742595,K21234
223286,K21234
228897,K21234
260908,K21234
260909,K21234
223356,K21234
1904881,K21234
1904882,K21234
1904883,K21234
1906668,K21234
293284,K21234
365523,K21234
223342,K21234
367850,K21234
361731,K21234
403897,K21234
408719,K21234
77813,K21234
1124577,K21234
71186,K21234
158463,K21234
390436,K21234
117198,K21234
169865,K21234
51673,K21234
51676,K21234
55216,K21234
536081,K21234
536084,K21234
536086,K21234
619599,K21234
457286,K21234
648801,K21234
759390,K21234
665102,K21234
327280,K21234
180399,K21234
10815,K21234
10827,K21234
10829,K21234
10835,K21234
10838,K21234
10839,K21234
871521,K21234
134599,K21234
134681,K21234
172391,K21234
220340,K21234
223282,K21234
223284,K21234
223301,K21234
223303,K21234
223307,K21234
223308,K21234
223313,K21234
223316,K21234
223321,K21234
223324,K21234
1051966,K21234
31602,K21234
47838,K21234
51034,K21234
51336,K21234
77647,K21234
94700,K21234
929769,K21235
929766,K21235
932069,K21235
932070,K21235
932071,K21235
714308,K21235
714309,K21235
565052,K21235
983437,K21235
1093958,K21235
666144,K21235
1046572,K21235
1046571,K21235
1195378,K21235
1129033,K21235
649996,K21235
1221206,K21235
1227357,K21235
1227356,K21235
1188812,K21235
1246650,K21235
1227354,K21235
86502,K21235
1162280,K21235
1311277,K21235
77811,K21235
75574,K21235
932073,K21235
1266458,K21235
1742594,K21235
1742595,K21235
223286,K21235
228897,K21235
260908,K21235
260909,K21235
223356,K21235
1904881,K21235
1904882,K21235
1904883,K21235
1906668,K21235
365523,K21235
223342,K21235
367850,K21235
361731,K21235
403897,K21235
408719,K21235
77813,K21235
1124577,K21235
71186,K21235
158463,K21235
117198,K21235
169865,K21235
51673,K21235
51676,K21235
55216,K21235
536081,K21235
536084,K21235
536086,K21235
619599,K21235
457286,K21235
598494,K21235
648801,K21235
759390,K21235
665102,K21235
327280,K21235
180399,K21235
10815,K21235
10827,K21235
10829,K21235
10831,K21235
10835,K21235
10838,K21235
10839,K21235
871521,K21235
134599,K21235
134681,K21235
172391,K21235
220340,K21235
223282,K21235
223284,K21235
223301,K21235
223303,K21235
223307,K21235
223308,K21235
223313,K21235
223316,K21235
223321,K21235
223324,K21235
1051966,K21235
223358,K21235
31602,K21235
47838,K21235
51034,K21235
51336,K21235
77647,K21235
94700,K21235
463360,K21520
57119,K21520
10830,K21520
