ko,name
"K12665","CYP26C1"
"K23713","STAC3"
"K18169","TTC19"
"K00417","UQCRB"
"K00418","UQCRQ"
"K00415","UQCRC2"
"K00413","CYC1"
"K17682","UQCC2"
"K18170","LYRM7"
"K23165","UQCC3"
"K00411","UQCRFS1"
"K00452","HAAO"
"K01950","NADSYN1"
"K18985","ELMO2"
"K07763","MMP14"
"K01194","TREH"
"K01358","CLPP"
"K03595","ERAL1"
"K23286","NBEAL2"
"K23884","WAC"
"K24520","CHRDL1"
"K01359","PCSK1"
"K08563","NR0B2"
"K16337","SDC3"
"K05228","POMC"
"K25453","CARTPT"
"K17962","PPARGC1B"
"K04143","ADRB3"
"K04202","MC4R"
"K08769","UCP1"
"K15103","UCP3"
"K04201","MC3R"
"K08425","FFAR4"
"K05047","SLC6A14"
"K08771","AQP7"
"K08043","ADCY3"
"K18660","ACSF3"
"K14725","SLC9A9"
"K04494","CHD8"
"K03259","EIF4E"
"K24682","PTCHD1"
"K00474","TMLHE"
"K09083","ATOH7"
"K10407","KLC2"
"K09236","TSHZ1"
"K01079","PSPH"
"K09329","PRRX1"
"K12013","TRIM36"
"K08800","NUAK2"
"K18400","KANSL1"
"K11580","SGOL1"
"K17535","TNNI3K"
"K04197","EDNRA"
"K04131","CHRM3"
"K10087","GNPTAG"
"K23720","UVSSA"
"K15133","MED17"
"K01886","QARS"
"K07750","MSMO1"
"K22939","IER3IP1"
"K20363","YIPF5"
"K22422","DONSON"
"K16484","RTTN"
"K14169","CTU2"
"K04877","KCNA4"
"K23883","EPG5"
"K24354","SMOC1"
"K16765","CEP78"
"K16464","CEP250"
"K00905","BCKDK"
"K11976","RNF216"
"K14700","SLC26A1"
"K23226","SATB2"
"K02235","FZD2"
"K09269","SOX5"
"K22868","DYNC2I2"
"K10417","DYNC2LI1"
"K19681","IFT52"
"K22866","DYNLT2B"
"K19677","IFT81"
"K20865","NALP12"
"K09434","ERF"
"K19638","CCBE1"
"K08619","ADAMTS3"
"K20791","NAA10"
"K23215","BCOR"
"K09318","VAX1"
"K11296","HMGB3"
"K25292","TMEM98"
"K11284","TSPYL1"
"K19512","MAMLD1"
"K21999","INSL3"
"K23456","CFAP410"
"K23344","DDRGK1"
"K23332","RSPRY1"
"K02873","RPL13"
"K19009","SIK3"
"K05304","NANS"
"K09257","TONSL"
"K08118","BGN"
"K14548","CIRH1A"
"K03242","EIF2S3"
"K22138","BRP44L"
"K04404","TAB2"
"K08548","NR2F2"
"K17896","GATA5"
"K16815","PNPLA8"
"K20182","VPS33A"
"K13624","CP"
"K25704","ZSWIM6"
"K13293","PDE4D"
"K24141","STARD7"
"K10661","MARCHF6"
"K24539","YEATS2"
"K06760","CNTN2"
"K18412","TNRC6A"
"K08018","RAPGEF2"
"K20404","DEPDC5"
"K20405","NPRL2"
"K20406","NPRL3"
"K23029","EFHC1"
"K23803","YY1AP1"
"K04427","MAP3K7"
"K01870","IARS2"
"K15191","LARP7"
"K24889","IRX5"
"K16801","CEP19"
"K05000","KCNJ6"
"K00733","B4GALT7"
"K14719","SLC39A13"
"K08618","ADAMTS2"
"K09577","FKBP14"
"K08105","CHST14"
"K01794","DSE"
"K10501","ZBTB20"
"K06997","PLPBP"
"K23311","CTC1"
"K23312","STN1"
"K23309","ZNHIT3"
"K13175","THOC6"
"K05056","IL11RA"
"K00476","ASPH"
"K01314","F10"
"K11407","HDAC6"
"K21767","TBCD"
"K17759","NAXE"
"K17757","NAXD"
"K04972","TRPV3"
"K13964","SERPINB7"
"K09867","AQP5"
"K16912","LAS1L"
"K24369","ZC4H2"
"K07998","MMP19"
"K15196","BRF1"
"K21596","CAMTA1"
"K23562","EMC1"
"K23404","TAPT1"
"K04959","ITPR2"
"K05615","SLC1A4"
"K00807","LTC4S"
"K00140","ALDH6A1"
"K14009","BCAP31"
"K11494","RCBTB1"
"K17166","MIR204"
"K11152","RDH11"
"K12166","HACE1"
"K14439","SMARCAD1"
"K10594","HERC1"
"K25430","LGI4"
"K20365","ERGIC1"
"K17541","SCYL2"
"K09368","POU6F2"
"K23409","AHSG"
"K05628","RERE"
"K15759","IMPAD1"
"K10503","ZBTB24"
"K23408","CDCA7"
"K19001","HELLS"
"K20967","MOCS1"
"K03635","MOCS2"
"K15376","GEPH"
"K01469","OPLAH"
"K00498","CYP11A1"
"K19471","RSPO1"
"K23468","CASQ1"
"K24068","MEGF10"
"K05768","GSN"
"K24051","SPRTN"
"K10172","TBXT"
"K23950","MAGEL2"
"K08110","GPC4"
"K21436","ANKRD11"
"K11643","CHD4"
"K22283","LIPC"
"K14073","PNLIP"
"K21843","TTC7A"
"K04497","TLE6"
"K22382","WDR26"
"K25392","CCDC88A"
"K05745","DIAPH3"
"K18914","FDXR"
"K11265","ADCY10"
"K23609","C9orf72"
"K22759","CHCHD10"
"K05410","TBK1"
"K10289","CCNF"
"K12192","CHMP2B"
"K24317","MCM3AP"
"K10269","FBXL3"
"K06176","PUS7"
"K17908","WIPI2"
"K23704","MIA3"
"K23705","SASH1"
"K25837","SLITRK6"
"K05034","SLC6A1"
"K24297","QRICH1"
"K18735","SMG9"
"K22591","ADNP"
"K10754","RFC1"
"K08422","GPR88"
"K07561","DPH1"
"K10174","TBR1"
"K12580","CNOT3"
"K01115","PLD1"
"K24370","ZNF148"
"K23859","PLEKHG2"
"K09103","EBF3"
"K11529","GLYCTK"
"K11450","KDM1A"
"K24611","AMMECR1"
"K01346","CELA2A"
"K08045","ADCY5"
"K02503","HINT1"
"K04794","PTRH2"
"K16670","MEIS2"
"K04714","SGMS2"
"K23970","FRMD4A"
"K16359","NTNG2"
"K15290","SYT1"
"K13504","VAMP2"
"K03006","POLR2A"
"K05198","GRIA2"
"K05200","GRIA4"
"K04609","GRM7"
"K25768","RALGAPA1"
"K12168","HECW2"
"K17562","PPP1R21"
"K00894","ETNK1"
"K18343","OTULIN"
"K21891","TMCO1"
"K05648","ABCA5"
"K10877","RAD54B"
"K12737","CWC27"
"K17177","MIR184"
"K09523","DNAJC3"
"K25437","OXR1"
"K01050","BCHE"
"K22503","DARS1"
"K04639","GNA13"
"K04346","GNAI2"
"K05152","TNFRSF14"
"K24501","PRDM1"
"K06492","CD58"
"K07201","FOXO1"
"K16890","CATSPER2"
"K03644","LIAS"
"K00615","TKT"
"K01047","PLA2G5"
"K01875","SARS2"
"K11423","SETD2"
"K08632","ADAMTS18"
"K20396","TBC1D7"
"K22827","MICU1"
"K17681","ATAD3A"
"K24552","ASPRV1"
"K06755","ROBO3"
"K00717","FUT8"
"K05305","FCSK"
"K05497","MSTN"
"K06070","PRKD1"
"K08819","CDK13"
"K13902","CST6"
"K04513","RHOA"
"K16194","EIF2AK1"
"K05753","WASF1"
"K06757","NFASC"
"K05727","DOCK3"
"K24851","ZNF142"
"K00809","DHPS"
"K13185","DHX30"
"K12165","UFC1"
"K20726","TMEM222"
"K20166","TBC1D2B"
"K24183","NBEA"
"K22403","ZMIZ1"
"K11448","KDM6B"
"K11728","BPTF"
"K10523","SPOP"
"K03362","FBXW11"
"K03097","CSNK2A1"
"K04506","SIAH1"
"K20304","TRAPPC6B"
"K13132","GEMIN4"
"K14018","PLAA"
"K10415","DYNC1I2"
"K12353","SMPD4"
"K23357","SVBP"
"K25112","TMX2"
"K01934","MTHFS"
"K01514","PRUNE1"
"K13194","ADARB1"
"K07195","EXOC7"
"K19986","EXOC8"
"K14005","SEC31A"
"K11492","NCAPG2"
"K17301","COPB1"
"K08653","MBTPS1"
"K17145","MIR140"
"K24869","SCAPER"
"K04539","GNB5"
"K25291","TMEM94"
"K11348","BRPF1"
"K18342","OTUD6B"
"K22045","BCL11A"
"K24651","PHF21A"
"K10297","FBXO11"
"K23326","CCNK"
"K12614","DDX6"
"K04409","PAK1"
"K12605","CNOT2"
"K08532","RORA"
"K11422","SETD1B"
"K18727","TNPO2"
"K04915","KCNK4"
"K24769","TCF20"
"K11797","PHIP"
"K06711","P4HTM"
"K05642","ABCA2"
"K18283","PDE2A"
"K24971","NEMF"
"K16726","ANKRD17"
"K04429","TAOK1"
"K24853","ZNF462"
"K01890","FARSB"
"K06059","ADAM17"
"K04711","ACER3"
"K15297","RIMS2"
"K04382","PPP2CA"
"K07905","RAB11B"
"K13145","INTS8"
"K23292","LNPK"
"K04436","MAPK8IP3"
"K10486","NACC1"
"K12791","ARHGEF2"
"K18040","PTPN23"
"K01581","ODC1"
"K20303","TRAPPC4"
"K14944","NOVA2"
"K13133","GEMIN5"
"K15170","MED27"
"K00600","SHMT2"
"K14575","SPATA5"
"K09168","NFIA"
"K20309","TRAPPC12"
"K05690","CTNND1"
"K25729","RS1"
"K09273","UBTF"
"K11462","EED"
"K20476","RIC1"
"K24678","HHAT"
"K14684","SLC25A24"
"K24826","CRIPT"
"K09324","GSC"
"K11438","PRMT7"
"K11512","CENPT"
"K03024","POLR3GL"
"K20471","ARCN1"
"K14347","SLC10A7"
"K24468","SCUBE3"
"K15168","MED25"
"K17285","SELENBP1"
"K09310","GSX2"
"K24768","MYRF"
"K09201","YY1"
"K02370","EXTL3"
"K02449","CDK10"
"K24964","ALKKUCS"
"K22526","MYOCD"
"K23092","MAB21L1"
"K07920","RAB33B"
"K06482","ITGA3"
"K06247","LAMC3"
"K22402","GZF1"
"K13025","EIF4A3"
"K16342","PLA2G4A"
"K11367","CHD1"
"K24888","GTPBP2"
"K20050","LRP12"
"K06522","IGSF3"
"K11308","KAT8"
"K13534","PNPLA3"
"K25361","TM6SF2"
"K23735","LIPT2"
"K08789","MAST1"
"K01596","PCK1"
"K15601","KDM3B"
"K11463","SUZ12"
"K06270","PPP1R12A"
"K02861","RIPK1"
"K05069","IL2RB"
"K04693","IRF9"
"K10736","MCM10"
"K23539","UNC119"
"K06503","TFRC"
"K05763","MSN"
"K07362","LAT"
"K09253","RELB"
"K05075","IL21R"
"K12330","ARHGEF1"
"K04350","RASGRP1"
"K22525","MRTFA"
"K15046","IVNS1ABP"
"K05750","NCKAP1L"
"K20042","FCHO1"
"K01280","TPP2"
"K06454","CD4"
"K07361","LCP2"
"K05855","SYK"
"K09596","SPPL2A"
"K20072","DEF6"
"K00953","FLAD1"
"K11838","USP7"
"K03108","SRP72"
"K20098","ERCC6L2"
"K09506","DNAJC21"
"K11865","MYSM1"
"K00121","ADH5"
"K01165","RNASEL"
"K25572","EHBP1"
"K25684","MSMB"
"K10871","RAD51D"
"K02736","PSMB4"
"K02741","PSMB9"
"K11876","PSMG2"
"K02733","PSMB10"
"K10588","UBE3B"
"K00653","CDY1"
"K24980","DAZ1"
"K17642","DDX3Y"
"K25090","RBMY1A1"
"K02987","RPS4Y2"
"K07861","RAC3"
"K17637","EXOC2"
"K25639","SUPT16H"
"K13138","INTS1"
"K24675","ZMYM2"
"K23570","EMC10"
"K24928","TTC5"
"K11304","KAT5"
"K09189","KMT2E"
"K07834","RALA"
"K18734","SMG8"
"K12172","RANBP2"
"K03174","TRAF3"
"K05842","TICAM1"
"K05411","IRF3"
"K18328","DBR1"
"K11217","JAK1"
"K18168","SDHAF2"
"K15104","SLC25A11"
"K00658","DLST"
"K08120","ASPN"
"K24436","CILP"
"K20071","ARHGAP26"
"K16808","NUMA1-RARA"
"K19477","PRKG2"
"K00453","TDO2"
"K00826","BCAT2"
"K19685","TTC26"
"K12196","VPS4A"
"K12590","EXOSC5"
"K14696","SLC30A9"
"K00746","CSGALNACT1"
"K00501","TH"
"K00072","SPR"
"K04694","SOCS1"
"K22861","FUZ"
"K08486","STX1B"
"K00008","SORD"
"K13128","ZCCHC8"
"K07466","RPA1"
"K11687","ADPRHL2"
"K03164","TOP2B"
"K02542","MCM6"
"K10886","XRCC4"
